epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,2484.8,1.12735,1.38512,1.2095,0.84192,0.79847,0.87973,0.66188,0.82628,0.78579,1.02046,9.91162e-05,9.91162e-05,9.91162e-05
88,2513.26,1.13964,1.40158,1.21548,0.84461,0.7957,0.88008,0.66276,0.82311,0.79038,1.01958,9.25129e-05,9.25129e-05,9.25129e-05
89,2541.61,1.12545,1.39278,1.20896,0.84708,0.79464,0.88262,0.66604,0.81647,0.7831,1.01503,8.59096e-05,8.59096e-05,8.59096e-05
90,2569.52,1.12794,1.39314,1.21278,0.85529,0.80263,0.88859,0.66843,0.82022,0.77478,1.01691,7.93063e-05,7.93063e-05,7.93063e-05
91,2597.86,0.94547,1.10116,1.10853,0.8474,0.81396,0.88904,0.68158,0.78351,0.75026,0.99722,7.2703e-05,7.2703e-05,7.2703e-05
92,2625.29,0.91846,1.03237,1.09027,0.86721,0.81489,0.89844,0.69141,0.77778,0.72793,0.98612,6.60997e-05,6.60997e-05,6.60997e-05
93,2652.75,0.90134,1.01158,1.08195,0.87457,0.81986,0.90562,0.70707,0.75232,0.70679,0.97286,5.94964e-05,5.94964e-05,5.94964e-05
94,2679.99,0.884,0.97821,1.07063,0.88463,0.8194,0.91012,0.71218,0.74778,0.69302,0.96837,5.28931e-05,5.28931e-05,5.28931e-05
95,2707.26,0.87992,0.98735,1.06859,0.88432,0.82848,0.91379,0.71856,0.73816,0.68174,0.9622,4.62898e-05,4.62898e-05,4.62898e-05
96,2734.57,0.87396,0.97803,1.06478,0.88462,0.83351,0.91526,0.72025,0.73569,0.67334,0.95957,3.96865e-05,3.96865e-05,3.96865e-05
97,2762.05,0.86358,0.95998,1.05646,0.88548,0.83571,0.91729,0.72177,0.73371,0.66737,0.95666,3.30832e-05,3.30832e-05,3.30832e-05
98,2790,0.86433,0.9646,1.05974,0.88454,0.83741,0.91805,0.72409,0.73137,0.66754,0.95527,2.64799e-05,2.64799e-05,2.64799e-05
99,2819.5,0.85854,0.95165,1.05793,0.89145,0.83474,0.91867,0.72788,0.72247,0.6635,0.95203,1.98766e-05,1.98766e-05,1.98766e-05
100,2847.01,0.85981,0.96452,1.05903,0.88804,0.83762,0.91924,0.72955,0.71806,0.65872,0.95019,1.32733e-05,1.32733e-05,1.32733e-05
